Kreis75
Date:,2025/04/24
Time:,15:54:04
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
23,781.243347,534.215454,30.140919,832.058594,492.226624,30.089373,1049.428345,620.583557,172.206711,915.279541,531.271790,58.224022,1093.291870,596.323914,320.789215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,781.459656,534.219421,30.117226,832.104675,492.232910,30.073849,1049.585938,620.617249,172.145905,915.426147,531.357361,58.209949,1093.492676,596.203674,320.802399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,781.645569,534.119812,30.277647,832.189575,492.202271,30.100542,1049.666748,620.684570,172.114273,915.516907,531.409790,58.192150,1093.760620,596.186890,320.469147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,781.901550,534.084412,30.572884,832.165527,492.096161,30.148668,1049.714722,620.723572,172.089127,915.721802,531.483337,58.253807,1093.921143,596.274902,320.217773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,782.166870,534.066284,30.964954,832.239136,491.983063,30.230793,1049.898560,620.896362,171.981842,915.900757,531.515686,58.305138,1093.965820,596.299133,319.952057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,782.365845,533.715088,31.029312,832.359314,491.980774,30.276398,1050.060547,621.034119,171.858353,916.085876,531.590210,58.281025,1094.099976,596.309692,319.884216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,782.734985,533.676331,31.656702,832.445068,491.818665,30.340578,1050.316650,621.083923,171.700378,916.295898,531.690186,58.283920,1094.271973,596.316772,319.690796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,783.094238,533.394226,32.763580,832.586304,491.648193,30.427156,1050.621582,621.156494,171.495407,916.662659,531.695923,58.362877,1094.500854,596.269104,319.590057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,783.293335,533.221130,33.633766,832.853821,491.476563,30.543802,1051.075439,621.266907,171.216599,917.036194,531.752197,58.447495,1094.628906,596.258606,319.226868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,783.850403,532.909546,34.830868,833.198486,491.113251,30.754236,,,,917.392700,531.847778,58.679230,1095.000000,596.341736,318.981110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,784.358826,532.459473,37.025101,833.697205,490.817169,31.071211,,,,917.796204,531.911194,58.983032,1095.450439,596.326355,318.837799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,784.450806,532.088989,39.039516,834.164612,490.523956,31.238180,,,,918.310669,531.830261,59.204796,1095.953491,596.394043,318.791321,1051.669922,621.754517,170.909241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,785.393005,531.139465,40.880962,834.509033,490.227539,31.520922,,,,918.987305,531.806274,59.389500,1096.422852,596.536133,318.760864,1052.668091,621.804810,169.929337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,786.274658,530.486450,42.689835,834.914307,490.294678,32.619583,,,,919.665771,531.726868,59.591202,1097.319946,596.339478,318.497650,1053.650879,622.035156,169.758499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,787.169006,529.721130,44.981689,835.567871,490.273438,34.107769,,,,920.492004,531.589905,60.353230,1097.965576,596.393127,318.134918,1054.245972,622.365417,169.932632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,787.960632,529.253723,47.477692,836.272278,489.963287,35.802639,,,,921.010071,531.539612,61.247181,1098.445435,596.484131,317.995514,1054.327026,622.621094,170.438293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,788.969910,528.522522,49.671089,836.435730,489.929626,37.883919,,,,921.635376,531.794861,62.357174,1098.947510,596.440979,318.233246,1054.644043,622.713257,170.662369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,790.150452,527.807800,52.772385,836.765198,489.616821,40.085052,,,,922.880554,531.898621,63.280106,,,,1055.068604,622.872986,170.665909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,791.528381,526.667542,55.665890,837.632019,489.056671,43.238686,,,,924.174561,531.680786,63.568928,,,,1055.861816,622.719727,170.209763,1099.022339,596.866760,318.679413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,793.132324,525.720703,59.097691,838.692749,488.377014,45.979912,,,,925.336609,531.565979,63.806480,,,,1056.203369,622.902222,170.195236,1099.244263,597.159058,318.689362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,794.529480,524.963806,62.968796,839.761414,488.219788,49.248627,,,,926.501831,531.612061,64.718880,,,,1056.310547,623.158203,170.611221,1099.295654,597.250305,318.434784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,796.223022,524.422424,67.153076,840.868958,488.056488,52.900368,,,,927.673950,531.662476,65.421303,,,,1057.310303,623.213989,170.458954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,798.073181,523.828308,71.353966,842.380432,487.614105,56.258419,,,,929.257141,531.510681,65.866661,,,,1059.381958,622.965332,170.318039,,,,1100.201538,597.519226,318.149078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,799.945313,523.077820,75.879433,844.295776,487.353912,59.586388,,,,930.825867,531.642029,66.471352,,,,1060.365479,623.038818,169.979935,,,,1100.620361,597.667603,318.012054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,802.156555,522.602783,80.205086,845.958557,487.311798,63.504738,,,,932.313416,532.379395,67.084175,,,,1060.535034,623.544800,169.686325,,,,1100.893433,597.697205,317.761963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,804.472229,522.512146,85.236771,847.822021,486.892426,67.160431,,,,,,,,,,1061.139282,623.694641,169.132217,,,,1101.541870,597.938843,317.211700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,806.435547,522.762268,90.853775,849.256042,486.537781,70.663284,,,,,,,,,,1062.436646,623.603271,168.393616,,,,1102.567383,597.942688,316.533356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,808.968262,523.145813,95.607735,851.442932,486.378204,73.712257,,,,,,,,,,1064.426636,623.321350,168.127945,,,,1103.938110,597.602295,315.865021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,811.814453,523.446411,100.425095,853.167297,486.291840,76.667969,,,,,,,,,,1065.808960,623.416870,167.746994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,814.696655,524.210815,105.179085,854.634033,486.551208,79.584610,,,,,,,,,,1065.988403,623.690369,167.151596,,,,,,,1104.594360,597.723572,315.118774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,817.609680,525.446472,110.004494,856.288513,486.783966,81.889236,,,,,,,,,,1066.612061,624.366699,166.578369,,,,,,,1104.901611,597.995483,314.735687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,819.944458,526.441528,114.698463,858.075623,487.020660,84.291397,,,,,,,,,,1068.380981,624.267395,166.058350,,,,,,,1105.385498,598.294739,314.245239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,822.998474,527.220764,118.732597,858.845093,487.288605,86.255333,,,,,,,,,,1070.866455,624.085144,165.303055,,,,,,,1106.071899,598.815308,313.269501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,825.790039,528.724976,122.642189,859.695984,488.139465,88.260475,,,,,,,,,,1072.007935,624.504822,164.882446,,,,,,,1107.138672,598.997925,312.372589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,828.208618,530.302979,126.062088,859.975098,488.458008,90.909416,,,,,,,,,,1072.830200,625.482361,164.369537,,,,,,,1108.144897,598.821838,311.650543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,831.158386,531.995422,129.740311,861.360901,489.533447,92.159851,,,,,,,,,,,,,,,,,,,1108.786743,598.839050,311.102386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,833.622437,533.582275,132.694443,862.217590,490.453644,92.605988,,,,,,,,,,,,,,,,,,,,,,1077.109131,625.599426,163.151779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,835.578308,535.954041,135.882431,862.887268,491.274200,94.253700,,,,,,,,,,,,,,,,,,,,,,1078.558960,626.255493,163.049896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,837.366089,538.462769,138.960266,863.548584,492.229279,96.348625,,,,,,,,,,,,,,,,,,,,,,1080.394165,626.240173,162.774719,1112.991577,600.024780,308.651733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,839.388184,540.180481,141.697449,864.335571,493.045624,98.098717,,,,,,,,,,,,,,,,,,,,,,,,,1113.619751,600.632263,308.591431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,841.167908,542.744507,144.231918,865.189514,493.156464,100.983749,,,,,,,,,,,,,,,,,,,,,,,,,1114.824463,601.105469,308.290649,1084.858276,626.655945,161.215805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,842.996826,545.213684,146.673523,866.151917,494.180939,102.092491,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.685791,626.710449,161.397751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,844.863586,547.503601,149.083511,867.343384,495.668518,104.010513,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.131470,626.749695,161.158264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,846.568420,550.153442,152.023941,867.940857,496.574097,106.167938,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.469727,627.341675,161.262512,1119.349854,601.673767,306.428589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,848.426697,552.558167,154.732315,868.662415,497.518707,108.312553,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.268433,627.478821,161.701523,1120.402222,601.987183,305.988037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,849.789490,555.024597,156.962875,869.516663,499.162018,110.189636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.462524,601.997742,305.914520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,851.550293,557.726746,159.567184,870.156860,500.715424,111.954079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.995483,601.807068,305.720978,1096.281616,628.199280,161.064011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,853.546326,560.862000,162.456787,870.160950,502.279510,113.830399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.737183,628.473022,161.032700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,854.819275,564.302063,165.019638,869.917664,504.131317,116.033905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.842163,602.650940,305.007599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,856.133118,567.727539,167.008133,870.073853,506.317871,117.767204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.270630,602.887939,305.079315,1101.552490,628.796021,162.277420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,857.642212,570.971313,169.716660,870.191650,508.667297,119.580856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.743774,602.872070,304.988800,1103.360107,629.331482,162.721313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,859.014587,574.603943,171.709625,870.194031,510.922394,120.687294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128.841064,603.037964,304.864838,1104.882690,629.589417,163.026398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,860.197693,577.712097,173.744232,869.486755,513.403992,122.789688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,861.045471,581.992615,175.413147,869.226318,515.619568,124.262466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.845459,630.027954,163.763687,1130.996704,604.028625,304.962311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
