Kreis70
Date:,2025/04/24
Time:,15:52:58
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
64,1104.293823,826.251831,180.795410,813.751282,791.137634,50.422123,1143.541626,773.334839,355.102448,948.852722,787.099304,63.898808,868.622681,732.568542,44.576614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1104.830933,826.201721,180.957489,813.797974,791.473328,52.075481,1143.659424,773.257996,355.062469,949.037720,787.305054,64.554291,869.174988,731.967163,46.585239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1105.206177,826.172180,181.061035,814.208984,791.695740,53.301334,1143.863037,773.228210,355.045990,949.324829,787.478882,65.104790,870.119751,731.269592,48.010853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1105.254761,826.334351,181.091446,814.486511,792.208984,55.329605,1144.191650,773.133179,354.990784,949.707275,787.379944,66.272064,871.164246,730.371887,49.198914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1105.382446,826.471680,181.203827,814.318665,792.331726,57.363678,1144.215210,773.062744,354.878937,950.111816,787.624512,67.087067,871.889282,729.579773,51.471241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1105.941162,827.006836,181.085892,814.541870,791.646118,58.871464,1144.296143,773.142517,354.676636,950.471375,788.169128,67.307076,872.439514,728.617188,53.872856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1106.430664,827.344666,181.141174,814.608765,791.671082,61.614662,1144.428833,773.156799,354.602295,950.665771,788.452393,68.009254,873.073608,727.823608,56.069878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1106.661621,827.482788,181.187057,814.869995,791.817322,63.656738,1144.624023,773.207642,354.514313,950.852173,788.377686,68.331055,873.889221,726.899780,57.950710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1107.027954,827.455017,181.352585,815.115601,791.204773,65.907211,1144.871338,773.133484,354.324005,951.336792,788.500671,68.991585,874.894592,726.107727,60.184834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1107.554688,827.487671,181.539291,815.059570,791.503052,68.436714,1145.123535,773.153992,354.152191,951.662109,788.521301,70.022316,875.467346,725.193970,62.290604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1108.011108,827.507874,181.658432,815.415100,791.716675,70.342209,1145.399292,773.182251,354.256348,951.872314,788.254456,71.197510,875.944153,724.389526,64.601967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1108.419434,827.555908,181.666443,815.626953,791.963501,73.097519,1145.829712,773.130127,354.293182,951.977173,787.745728,72.081642,876.414551,723.434448,66.713814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1109.113281,827.055664,181.418182,815.902466,792.114441,74.869034,1146.075195,773.169495,354.202087,952.127686,787.253784,72.600639,877.229248,722.353333,68.614662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1109.624756,826.812805,181.335342,816.123230,792.160034,77.111931,1146.358643,773.190979,354.078796,952.308655,787.010681,72.964737,877.790161,721.361084,70.123032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1109.934937,826.678040,181.417252,816.376831,792.384827,79.540512,1146.517700,773.235596,354.059479,952.493042,786.484314,73.907104,878.520508,720.210754,71.987801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1110.232056,826.467346,181.536499,816.337585,792.215332,81.636772,1146.765869,773.198547,354.087738,952.354065,785.573975,76.007690,878.756165,718.900696,73.921005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1110.419189,826.229614,181.631027,816.444702,791.694946,83.639481,1146.877319,773.243835,354.050385,952.084595,784.988098,77.424309,879.177490,717.631714,76.045395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1110.344360,825.795715,181.689438,816.656250,791.631836,85.196014,1147.035278,773.285950,354.132751,952.140320,784.618225,78.036896,879.987976,716.092346,77.726837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1110.358398,825.177368,181.778473,816.561096,790.602844,87.442276,1147.189453,773.230164,354.154480,952.472229,784.007507,78.434845,880.927673,714.519897,79.242859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1110.450317,824.853088,181.895386,816.579041,789.610413,89.101158,1147.011108,773.368774,354.194977,952.305847,782.976624,79.692337,881.619324,713.228943,80.530006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1110.508179,824.619690,182.331680,816.216614,788.227661,91.290443,1147.085571,773.372864,354.116180,952.149536,781.997620,81.072685,882.655579,711.711365,82.661705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1110.673218,824.428467,182.694489,816.338867,787.415588,93.282936,1147.226196,773.345825,354.142822,952.083923,781.330261,81.877678,883.000549,710.013245,84.833321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1110.357300,824.514771,183.310867,816.841125,786.573364,95.565674,1147.204834,773.303223,354.181976,951.999390,780.891968,82.110985,883.488892,708.471069,86.740242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1110.101196,824.526611,183.698959,816.821350,784.157715,97.377365,1147.265503,773.242249,354.151245,951.905579,780.259277,82.354195,883.992920,706.939453,88.301125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1110.118896,824.210510,183.902359,816.654175,782.902283,100.022003,1147.274292,773.179810,354.135620,951.654236,778.827942,83.916527,884.512878,705.119141,89.776054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1110.140259,823.872864,184.034317,816.531189,781.656311,101.989822,1147.192383,773.172668,354.182220,951.021973,777.718201,85.692528,885.227356,703.199524,91.168236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1110.101440,823.449280,184.150940,816.343872,779.165833,103.769661,1147.094604,773.094971,354.099762,950.791138,776.803955,86.867722,885.268188,701.187805,92.479820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1109.795654,823.048218,184.373428,816.731995,777.274475,105.919601,1147.092163,772.902161,354.166290,950.409790,775.756042,87.564423,885.919800,699.317139,93.932121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1109.586792,822.429565,184.545197,816.144165,775.942078,107.690430,1147.006592,772.752502,354.092621,949.800598,774.288452,88.829918,886.731079,697.300354,95.055725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1109.255493,821.817688,184.671036,816.116516,774.155640,109.105408,1146.765991,772.639404,353.975647,949.068542,772.980225,90.036751,887.053894,695.154785,95.667511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1108.944824,821.364685,184.601166,815.706970,772.116516,111.402618,1146.446411,772.545959,353.924591,948.772461,771.901917,90.901047,887.481934,692.993408,96.544525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1108.617920,820.975037,184.417679,815.598755,770.155273,113.087395,1146.239258,772.510010,353.941650,948.215759,770.110779,92.074196,888.203552,690.695740,97.610283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1108.244507,820.665833,184.282715,815.119385,768.619446,114.827950,1145.871338,772.349060,353.597656,946.981567,768.836670,92.732430,888.257385,688.336121,98.598785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1107.899414,820.390564,184.184204,814.647095,766.883545,116.665367,1145.360962,772.132507,353.579102,946.704041,767.525757,93.274246,888.113647,685.970032,99.610466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1107.620850,819.900757,184.038467,813.989807,765.387207,118.850632,1145.063477,772.095947,353.558777,946.541077,765.957703,93.794792,888.429138,683.967957,100.555344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1107.009888,819.330444,184.006393,813.500488,763.349426,120.349731,1144.610962,771.926208,353.507294,945.883484,764.401855,94.787712,888.706177,682.093689,101.461632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1106.064575,818.631042,184.017883,812.882507,761.861633,121.684982,1144.044189,771.798828,353.294250,944.708191,762.937561,95.579399,888.209900,680.538513,102.460159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,812.502380,760.009216,123.281029,1143.530029,771.638794,353.282715,943.738403,761.440369,96.521782,887.923828,678.121155,103.554947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,812.272339,758.147217,124.445465,1143.088013,771.430786,353.166595,942.813049,760.295837,97.337212,887.647095,676.272217,104.619736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,811.688660,756.776855,126.073967,1142.371582,771.391174,352.884186,942.277161,758.881958,97.727760,887.452942,674.371155,105.594872,1103.594727,816.750488,184.293549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,811.448669,755.311157,127.268951,1141.965576,771.250183,352.664154,940.531677,757.398132,99.126724,886.992981,673.524048,106.171188,1102.005859,816.441711,184.765488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,810.069702,754.127075,128.572495,1141.623047,770.950867,352.462189,940.037109,755.597717,99.852478,886.464050,671.212097,107.467216,1100.821899,816.031616,184.795700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,808.990906,752.900269,130.526947,1141.192627,770.587585,352.404663,939.467468,753.983887,99.830681,886.100647,668.937927,108.509567,1100.173584,815.394714,184.449005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,808.206726,751.697998,131.337708,1140.750000,770.321228,352.364777,937.662415,752.809937,100.132042,885.759521,666.889587,108.753868,1099.731079,814.653564,184.011429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,807.539673,750.428467,132.183884,1140.225830,770.146057,352.257324,937.017334,751.164856,101.170296,885.026672,665.105530,109.313736,1098.838867,813.825378,183.766357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,806.638000,748.842773,133.368240,1139.604492,769.928650,352.278259,,,,884.008728,663.530762,110.124962,1097.396240,813.308350,183.728012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,805.615479,747.443054,133.975479,1138.900635,769.751221,352.162506,,,,883.418518,661.791138,110.639442,1096.755371,812.578003,183.612289,934.001648,748.276489,102.907990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,804.558167,746.382629,134.512726,1137.918701,769.548950,351.874420,,,,882.551941,659.852356,111.292938,,,,933.307678,746.650818,102.822182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,803.619507,744.634399,135.016022,1136.949463,769.291138,351.721527,,,,881.713440,657.972778,111.621834,,,,933.298523,744.921753,102.394379,1094.699585,810.714783,183.786041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,802.909180,742.928955,135.744934,1136.103882,769.036011,351.751251,,,,881.241638,656.232422,111.909386,,,,932.737610,743.518799,102.620964,1092.937744,810.288391,184.018372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,801.932312,741.731567,136.888824,1135.352295,768.660217,351.555511,,,,880.581787,654.659302,112.402924,,,,931.030396,742.156921,103.874954,1091.735107,809.654419,183.873032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,800.592712,739.892456,137.229904,1134.864746,768.249817,351.350464,,,,879.855408,652.748047,112.808090,,,,929.513184,741.004517,104.163902,1090.663208,809.028259,183.517044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,800.093811,738.472351,137.576920,1134.368774,767.796265,351.178436,,,,879.259644,651.248047,113.033554,,,,928.328857,739.563538,104.620270,1089.552124,808.285278,183.257858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,799.416870,737.102295,138.134125,1133.652222,767.558777,351.160645,,,,878.833191,649.825500,113.318336,,,,927.939880,737.854614,104.867676,1088.685547,807.562439,182.971100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,798.422791,735.656616,138.909927,1132.769897,767.283203,351.041595,,,,877.854370,648.545471,113.793884,,,,926.287170,736.546814,105.023491,1087.879639,806.789734,182.548904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,797.361328,734.410278,139.461945,1131.762695,766.957520,350.910126,,,,876.817261,647.209595,113.948143,,,,925.042480,735.202454,105.220993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,796.684143,732.853333,139.780090,1131.128052,766.575134,351.128998,,,,876.554810,645.463989,114.633041,,,,924.139221,734.009033,105.040352,,,,1084.692871,805.059021,182.960434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,795.654297,731.606567,140.228745,1130.400146,766.331848,351.217957,,,,875.300842,644.114685,115.142944,,,,923.721313,732.851563,104.906075,,,,1083.221924,804.846680,183.015366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,794.591187,730.698120,140.492020,1129.719360,766.120422,350.884521,,,,874.340637,642.974060,115.270874,,,,923.056885,731.365173,104.756783,,,,1081.643066,804.271606,182.977905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,793.869812,729.702637,140.311951,1129.173096,765.925781,350.683838,,,,873.900391,641.735596,115.355698,,,,921.852478,730.171631,104.511879,,,,1080.481567,803.565857,182.787262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,792.805054,728.607666,140.405594,1128.491821,765.525513,350.457703,,,,873.374207,639.916565,115.453697,,,,920.272705,729.284546,104.422798,,,,1079.814087,802.693420,182.326065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,791.820251,727.739136,140.732117,1127.616943,765.081360,350.316528,,,,872.514526,638.457336,115.713531,,,,918.448792,728.067078,104.874489,,,,1078.973755,801.842285,181.746994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,790.989563,726.704529,140.337418,1126.721924,764.708191,350.292572,,,,871.067810,637.329346,115.910103,,,,918.000000,726.654541,105.306801,,,,1077.946289,800.919067,181.447525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,790.572388,725.744995,139.933533,1125.885864,764.397888,350.160065,,,,870.657410,636.149780,116.124702,,,,917.496643,725.421936,104.849640,,,,1076.686401,800.564453,181.171692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,789.439636,725.004883,140.018204,1125.075439,764.171143,350.259247,,,,869.622437,635.234436,116.108276,,,,917.000000,724.385803,104.063255,,,,1075.154785,800.487610,181.182083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,788.244263,724.372620,139.982376,1124.371582,763.918152,349.822266,,,,869.033813,634.076599,115.857430,,,,915.974487,723.200500,104.265770,,,,1073.264404,799.961853,180.846085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,787.534790,723.976990,139.445618,1123.868408,763.630859,349.714233,,,,868.608582,632.862122,115.897125,,,,914.697021,722.391235,104.315109,,,,1072.121338,799.238464,180.709122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
